,Trig_date,District,Chiefdom,Section,Name_of_community,t_q1,t_q2,t_q3,t_q4,t_q5,t_q6,t_q7,t_q8,t_q9,t_q10,t_q11
2913,2014-12-14,Moyamba,Kongbora,Lawana,Ngaiahun,,1.0,1.0,ordinary citizen,High,After Ebola what will be the help for the orphans,when is the state of Emergency going to be lifted,"washing dead body,visiting funeral homes.","washing of dead bodies is not allowed in this community a one ole 500, 000 will be levy against any one who found breaking the law",the by-laws must be implimented.,
2914,2014-12-14,Moyamba,Kori,Yando,Kolehun Two,,1.0,1.0,community youth,Medium,if chlorine can kill ebola then they should wash people with the water to kill virious,After ebola what will be next in the future?,touching the sick.,"no lodging or allowing strangers in their comments violation of this law is liable to a fine of be 500, 000",what is the community going to  benefit from this  SMAC project,
2915,2014-12-15,Bombali,Safroko Limba,Massapi,Kamabonkani,,1.0,1.0,Chief,Medium,Is to enforce their Bye-laws,Are the mobilizers going to proved them with Ebola preventive materials? If their child get seek,Visiting burial. Hand shaking. Home caring for the sick. Washing the dead ,no visitation of community after a pm no home caring for the sick no burial within the community,,
2916,2014-12-15,Koinadugu,Nieni,Fudu,Alikalia ,2-3 weeks,1.0,1.0,Task Force,Low,high fever and cool,when schools will open and whe we will we free from Ebola., washing of dead bodies without using PPE. Eating of bush meat. Hand shaking,"anyone found bush meat-500 ,000.",we need hand washing facilities,they need soap and veronical buckets for hand washingsupervision will be our paramount job
2917,2014-12-15,Koinadugu,Nieni,Kallian ,Kumala,2-3 weeks,1.0,1.0,,High,they donot need public gathering,When will Ebola finis in the country,hand shaking and body contact,no secret burial-500000,No medical facility our community,
2918,2014-12-16,Bo,Badjia,Sei,Sembehun,,1.0,1.0,Youth Leader,High,Ebola is real and it kills,When schools will reopen?,"No body contact, washing of dead body",avoid eating bush meats no public gathering,We are tired of the ebola virus,Poor road network
2919,2014-12-16,Bo,Bagbo,Kpangballia,Bandoema,,1.0,1.0,Youth Leader,Very High,The burial team always arrive late,When our children will return to school?,"Visiting quarantine homes, body contact, touching ebola positives",sick people are to be taken to the health centre,The burial team are not taken good care of the dead bodies,Poor network coverage
2920,2014-12-16,Bo,Bagbo,Niagorehun,Borbor,,1.0,1.0,Citizen,Very High,Their concern is to end the dreadful diseases,For the fact that we are not having any social gathering can we go to church and dance for our saviour Jesus Christ?,"Body contact, washing of dead body or sick person and the free movement of people from one place to another.",refers all sick persons to the health centre don a wash or touch dead bodies regular and proper hand washing,The Ebola virus can stay in human body without detecting it or showing signs and symptoms,Top up cards and mobile phone for the village champion or else no effective communication
2921,2014-12-16,Bo,Bagbo,Jimmy,Dambala,,1.0,1.0,Citizen,High,Delay of burial team,Why there is no medicine for Ebola,"Body contact, Touching sick /dead bodies",to call ebola hotlines for any emergency cases no public gathering,When will Medicine available for Ebola,
2922,2014-12-16,Bo,Bagbo,Jimmy,Faabu,,1.0,1.0,Town chief,Medium,"Include community peopl in the burial team, Improment on the lines",Why Government should band Community health workers,"Body contact, Touching sick /dead bodies, washing of sick ,dead body, ",no accommodation of strangers to report all burial cases,No body should hide sick person,What will the Government do to bush animal after Ebola
2923,2014-12-16,Bo,Bagbo,Bumkaku,Gbatorma,,1.0,1.0,Citizen,High,"Community members are more concerned with people that are coming to their community, whether the people are coming to take their blood for testing of the ebola virus, cause they want to run into the bushes and stay there.",When will ebola end?,"Touching and wasihg dead bodies, visiting quarantine home",no commercial bike or vehicle are allow after 7.00 pm,"With all the monies that are coming yet still people are dying, and why is it that there is no natural death for now?",It will be difficult for the community members to keep to the action plan and even the bye laws.
2924,2014-12-16,Bo,Bagbo,Ngolapon,Gbenya,,1.0,1.0,Citizen,Very High,"The arrival of Ambulance cause a  panic situation in the community, Shotage of food increase in Teenage pregnancy ","Why the restriction of hand washing, and not other of the body",Denial for catching the Ebola virus.,restriction of movement in and out of the community not allowing strangers no public gathering,,
2925,2014-12-16,Bo,Bagbo,Niagorehun,Jorlu,,1.0,1.0,Citizen,High,We want government to provide vaccine that can prevent ebola,When schools will reopen?,"Visiting funeral homes, touching sick people, public gathering",report all sick people no public gathering frequent hand washing no strangers are allowed,Effective monitoring should be in place in order to ensure the effectiveness of the byelaws,Continus visitation and monitoring must be conducted every week
2926,2014-12-16,Bo,Bagbo,,Juhun,,1.0,1.0,Citizen,Very High,Our people were not allowed to perform Hajj this year,The byelaws are going to continue after ebola?,"Visting  funeral homes, washing dead bodies, treating sick people at homes",no public gathering no hand shaking,The ambulance enter the communities with very high speed,The community did not gave us correct information
2927,2014-12-16,Bo,Bagbo,Jimmy,Kanga,,1.0,1.0,Youth Leader,High,"When Ebola will Come to an End, Is there any Medicine for Ebola",Why is that burial team do not have respect for people,"Body contact, Touching sick /dead bodies, washing of sick ,dead body, No public gathering",proper implementation of bye laws check point in all section for ebola checking,,
2928,2014-12-16,Bo,Bagbo,Ngolapon,Kasse,,1.0,1.0,Citizen,Very High,"Increase in teenage pregnacy, Bacwardness in Education.",How comes health workers keep on dieing when the have PPEs,Poor burial practices and ignorance,no strangers are allowed in the community no public gathering,Practicing the burial team at chiefdom level,Most of the community people do not oby the bye laws
2929,2014-12-16,Bo,Bagbo,Kpangballia,Kpangbalia,,1.0,1.0,Youth Leader,Very High,After ebola Sierra Leone will return to normal life,When ebola will end?,"Visiting funeral homes, touching sick people, public gathering",no strangers are no allow in the community,"Ebola is real, we should abide by the laws",Poor network coverage
2930,2014-12-16,Bo,Bagbo,Bumkaku,Kponima,,1.0,1.0,Youth Leader,Very High,Ebola has led to lack of freedom,Is there any vaccine for ebola?,"Community burial, eating at quarantine homes, washing dead bodies",avoid eating bush meats no public gathering,Government should provide free malaria treatment,Top up cards for the village champions
2931,2014-12-16,Bo,Bagbo,Ngolapon,Largowa,,1.0,1.0,Teacher,Very High," Suspension of trade fares  Increase in Teenage pregnancy, Backwardness in Education."," what are thw measures Govt has put in place to take care of the Increase in Teenage pregnancy, Backwardness in Education.",Poor Awareness by the community for Ebola Spread,"reporting of death cases to 117, all sick must be freed to health centres ,No accommodation of strangers",Increase in the number of health workers at the Health centres at community level.,
2932,2014-12-16,Bo,Bagbo,,Lombokor,,1.0,1.0,Citizen,Very High,Ebola has put every things on stand still,Ebola is man made or God made?,"body contact, washing of dead body or sick person",no public gathering restriction of movement,The issue of teenage pregnacy is on the increase,To give the village champions phone
2933,2014-12-16,Bo,Bagbo,Bumkaku,Matu 2,,1.0,1.0,Youth Leader,Very High,Government should train people at chiefdom level to be part of the burial team,When schools will reopen?,"body contact, washing of dead body or sick person",don treat sick people at homes,The issue of teenage pregnacy is on the increase,Community need follow up to effect the action plan
